word	segments	num_segments	lemma	suffix	pos	sentence
todennäköisenä	toden-näköise-nä	3	todennäköinen	enä	ADJ	Pidän hyvin todennäköisenä, että hän voittaa kilpailun.
toimiiko	toimi-i-ko	3	toimiiko	iko	AUX	Toimiiko uusi tietokoneesi kunnolla?
toimiiko	toimi-i-ko	3	toimiiko	iko	VERB	Toimiiko uusi tietokoneesi kunnolla?
toukokuun	touko-kuu-n	3	toukokuu	uun	NOUN	Toukokuun kymmenes päivä on äitienpäivä.
toukokuun	touko-kuu-n	3	toukokuu	uun	NOUN	Toukokuun kymmenes päivä on äitienpäivä.
tulleet	tul-lee-t	3	tulla	eet	VERB	Olemme tulleet juhlimaan kanssasi.
tuotevalikoiman	tuote-valikoima-n	3	tuotevalikoima	man	NOUN	Yrityksen laaja tuotevalikoiman houkuttelee monia asiakkaita.
tutkijanuraa	tutkijan-ura-a	3	tutkijanura	raa	NOUN	Hän on luonut tutkijanuraa Englannissa.
uurnille	uurn-i-lle	3	uurna	lle	NOUN	Menimme uurnille laskemaan kukkia.
vaalikaudella	vaali-kaude-lla	3	vaalikaudella	lla	NOUN	Presidentti teki merkittäviä päätöksiä viime vaalikaudella.
vaalikaudella	vaali-kaude-lla	3	vaalikaude	lla	NOUN	Presidentti teki merkittäviä päätöksiä viime vaalikaudella.
vähäisiä	vähäis-i-ä	3	vähäinen	siä	ADJ	Hänellä on vain vähäisiä mahdollisuuksia voittaa peli.
vahvuuksia	vahvuuks-i-a	3	vahvuus	sia	NOUN	Jokaisella meistä on joitain vahvuuksia.
viestivät	viesti-vä-t	3	viestiä	vät	VERB	He viestivät minulle uutisia kotikaupungistani.
vuosista	vuos-i-sta	3	vuosi	sta	NOUN	Kiitos ihanista vuosista opiskeluaikoinamme!
vuosista	vuos-i-sta	3	vuos	sta	NOUN	Kiitos ihanista vuosista opiskeluaikoinamme!
äännevaihteluiden	äänne-vaihtelu-i-den	4	äännevaihteluiden	den	NOUN	Äännevaihteluiden ymmärtäminen on tärkeää suomen kielen oppimisessa.
äännevaihteluiden	äänne-vaihtelu-i-den	4	äännevaihteluiden	den	NOUN	Äännevaihteluiden ymmärtäminen on tärkeää suomen kielen oppimisessa.
aiheuttaakohan	aiheutta-a-ko-han	4	aiheuttaakohan	han	VERB	Aiheuttaakohan tämä lääke sivuvaikutuksia?
ajattelevia	ajattele-v-i-a	4	ajattelea	via	VERB	Hän vetää puoleensa samalla tavoin ajattelevia ihmisiä.
ajattelevia	ajattele-v-i-a	4	ajatteleva	via	VERB	Hän vetää puoleensa samalla tavoin ajattelevia ihmisiä.
ajattelikohan	ajattel-i-ko-han	4	ajattelikohan	han	PROPN	Ajattelikohan hän koskaan palata kotiin?
auttaisikohan	autta-isi-ko-han	4	auttaisikohan	han	ADV	Auttaisikohan se, jos soittaisin tekniseen tukeen?
ehtisköhän	eht-is-kö-hän	4	ehtisköhän	hän	NOUN	Ehtisköhän sitä vielä ostaa ruokaa ennen kaupan sulkemista?
ennallistamissääntelylle	ennallista-mis-sääntely-lle	4	ennallistamissääntelylle	lle	ADJ	Hallitus on asettanut uusia rajoituksia ennallistamissääntelylle.
esitutkintapöytäkirjat	esi-tutkintapöytä-kirja-t	4	esitutkintapöytäkirja	jat	NOUN	Esitutkintapöytäkirjat ovat kaikkien nähtävillä osana oikeudenkäyntiä.
esitutkintapöytäkirjat	esi-tutkintapöytä-kirja-t	4	esitutkintapöytäkirja	jat	NOUN	Esitutkintapöytäkirjat ovat kaikkien nähtävillä osana oikeudenkäyntiä.
havaittuja	havait-tu-j-a	4	havaittuja	uja	VERB	Hän on tutkinut havaittuja ilmiöitä luonnossa.
henkilötyövuoden	henkilö-työ-vuode-n	4	henkilötyövuos	den	NOUN	Yritys käytti viime vuonna yhteensä 500 henkilötyövuoden verran työvoimaa.
jäädäkseen	jääd-ä-kse-en	4	jäädä	een	AUX	Hän opiskeli ahkerasti ranskaa jäädäkseen Kanadaan.
jäädäkseen	jääd-ä-kse-en	4	jäädä	een	VERB	Hän opiskeli ahkerasti ranskaa jäädäkseen Kanadaan.
jaksaisikohan	jaksa-isi-ko-han	4	jaksaisikohan	han	VERB	Jaksaisikohan hän kävellä koko matkan kotiin?
johtuisikohan	johtu-isi-ko-han	4	johtuisikohan	han	ADV	Johtuisikohan tämä ongelma vanhentuneesta ohjelmistosta?
johtuiskohan	johtu-is-ko-han	4	johtuiskohan	han	NOUN	Johtuiskohan tämä ongelma vanhentuneesta ohjelmistosta?
kannattaisikohan	kannatta-isi-ko-han	4	kannattaisikohan	han	VERB	Kannattaisikohan minun opiskella suomea?
kävisköhän	käv-is-kö-hän	4	kävisköhän	hän	VERB	Kävisköhän äidille, että kutsuisin hänet tänne väitöstilaisuuteeni.
kehitettyjen	kehitet-ty-j-en	4	kehitettyjen	jen	VERB	Tämä ohjelmisto on yksi viimeisimmistä kehitettyjen joukossa.
kehitettyjen	kehitet-ty-j-en	4	kehittää	jen	VERB	Tämä ohjelmisto on yksi viimeisimmistä kehitettyjen joukossa.
kiusallaankin	kiusa-lla-an-kin	4	kiusallaankin	kin	ADV	Hän teki sen kiusallaankin, vaikka tiesi sen olevan väärin.
kummallakohan	kumma-lla-ko-han	4	kummallakohan	han	ADV	Kummallakohan puolella tie on kuoppaisempi?
kuulostipas	kuulost-i-pa-s	4	kuulostipas	pas	VERB	Kuulostipas mielenkiintoiselta!
kuulunkohan	kuulu-n-ko-han	4	kuulunkohan	han	VERB	Kuulunkohan minä tähän ryhmään?
lähteeköhän	lähte-e-kö-hän	4	lähteeköhän	hän	ADV	Lähteeköhän tästä autosta rengas irti jos painan tuosta?
liikepankkien	liike-pankk-i-en	4	liikepankka	ien	NOUN	Liikepankkien rooli taloudessa on merkittävä.
liikepankkien	liike-pankk-i-en	4	liikepankki	ien	NOUN	Liikepankkien rooli taloudessa on merkittävä.
listataanpas	lista-taan-pa-s	4	listataanpas	pas	VERB	Listataanpas kaikki tehtävät, jotka meidän on vielä suoritettava.
loppuisikohan	loppu-isi-ko-han	4	loppuisikohan	han	ADV	Loppuisikohan tämä sade pian?
määrärahojen	määrä-raho-j-en	4	määräraha	jen	NOUN	Hallitus keskustelee ensi viikolla määrärahojen jakamisesta eri ministeriöille.
määrärahojen	määrä-raho-j-en	4	määräraho	jen	NOUN	Hallitus keskustelee ensi viikolla määrärahojen jakamisesta eri ministeriöille.
mahdatkohan	mahda-t-ko-han	4	mahdatkohan	han	VERB	Mahdatkohan tietää, minne minun pitäisi mennä päästäkseni Helsinkiin?
mahtaisikohan	mahta-isi-ko-han	4	mahtaisikohan	han	VERB	Mahtaisikohan hän tulla juhliin?
mahtaiskohan	mahta-is-ko-han	4	mahtaiskohan	han	ADV	Mahtaiskohan hän tulla huomenna töihin?
merkitseeköhän	merkitse-e-kö-hän	4	merkitseeköhän	hän	VERB	Merkitseeköhän se, että suomen kieli on peräisin Siperiasta?
monenkohan	mone-n-ko-han	4	monenkohan	han	ADV	Monenkohan kerran olen unohtanut avaimeni kotiin?
muillekin	mu-i-lle-kin	4	muillekin	kin	PRON	Tämä paikka on tarkoitettu sinulle ja muillekin.
muistinkohan	muisti-n-ko-han	4	muistinkohan	han	NOUN	Muistinkohan sammuttaa kahvinkeittimen ennen kuin lähdin töihin?
näkeeköhän	näke-e-kö-hän	4	näkeeköhän	hän	ADV	Näkeeköhän hän minut täältä?
näkyvimpiin	näkyv-imp-i-in	4	näkyvimpiin	iin	ADJ	Hän nousi yrityksensä näkyvimpiin rooleihin.
ohittaakohan	ohitta-a-ko-han	4	ohittaakohan	han	VERB	Ohittaakohan hän minut tässä kilpailussa?
olikohan	ol-i-ko-han	4	olikohan	han	AUX	Olikohan hän todella siellä?
ollaankohan	ol-laan-ko-han	4	ollaankohan	han	AUX	Ollaankohan me jo myöhässä?
ollaanpas	ol-laan-pa-s	4	ollaanpas	pas	VERB	Ollaanpas me onnellisia tästä uudesta kodista.
oonkohan	oo-n-ko-han	4	oonkohan	han	NOUN	Oonkohan unohtanut avaimeni kotiin?
osoittavinaan	osoitta-v-ina-an	4	osoittavinaan	aan	VERB	Hän oli osoittavinaan oikeaan suuntaan.
otetaanpas	ote-taan-pa-s	4	otetaanpas	pas	VERB	Otetaanpas hetki rennosti ja mietitään tätä rauhassa.
otsallaankin	otsa-lla-an-kin	4	otsallaankin	kin	NOUN	Hiki näkyi jo hänen otsallaankin.
päästäänköhän	pääs-tään-kö-hän	4	päästäänköhän	hän	VERB	Päästäänköhän me tänään jo kotiin?
painaakohan	paina-a-ko-han	4	painaakohan	han	NOUN	Painaakohan tuo nappi oikeasti jotain?
päivittäistavarakaupan	päivittäis-tavara-kaupa-n	4	päivittäistavarakauppa	pan	NOUN	Hän työskentelee päivittäistavarakaupan kassalla.
pidelläänköhän	pidel-lään-kö-hän	4	pidelläänköhän	hän	VERB	Pidelläänköhän tätä esinettä varovasti?
pidettyjen	pidet-ty-j-en	4	pidettyjen	jen	VERB	Tämä on jo pidettyjen konferenssien osoite.
presidentinvaaleissa	presidentin-vaale-i-ssa	4	presidentinvaalit	ssa	NOUN	Hän aikoo äänestää seuraavissa presidentinvaaleissa.
punaviinien	puna-viin-i-en	4	punaviini	ien	NOUN	Punaviinien maistelu on yksi suosikkiharrastuksistani.
punaviinien	puna-viin-i-en	4	punaviini	ien	NOUN	Punaviinien maistelu on yksi suosikkiharrastuksistani.
pystyisköhän	pysty-is-kö-hän	4	pystyisköhän	hän	AUX	Pystyisköhän hän auttamaan minua tässä projektissa?
raha-asioiden	raha-asio-i-den	4	raha-asioiden	den	NOUN	Hän on erittäin taitava raha-asioiden kanssa.
säännönmukaisuuksia	säännön-mukaisuuks-i-a	4	säännönmukaisuus	sia	NOUN	Tutkimuksessa havaittiin useita säännönmukaisuuksia ilmiöiden välillä.
sanoiskohan	sano-is-ko-han	4	sanoiskohan	han	VERB	Sanoiskohan hän minulle totuuden, jos kysyisin suoraan?
sanotaanpas	sano-taan-pa-s	4	sanotaanpas	pas	VERB	Sanotaanpas, että meillä on kaikki tarvittava onnistuneeseen päivään.
silmiään	silm-i-ä-än	4	silmä	ään	NOUN	Hän hieroi väsyneitä silmiään.
siskollaankin	sisko-lla-an-kin	4	siskollaankin	kin	NOUN	Hänen siskollaankin on enemmän rahaa kuin minulla.
suomalaisäänestäjistä	suomalai-säänestäj-i-stä	4	suomalaisäänestäjistä	stä	NOUN	Suomalaisäänestäjistä suurin osa kannattaa ympäristönsuojelua.
suomalaisäänestäjistä	suomalai-säänestäj-i-stä	4	suomalaisäänestäjistä	stä	NOUN	Suomalaisäänestäjistä suurin osa kannattaa ympäristönsuojelua.
täyttäviä	täyttä-v-i-ä	4	täyttävä	viä	ADJ	Etsin täyttäviä aterioita pitkälle työpäivälle.
tiedätteköhän	tiedä-tte-kö-hän	4	tiedätteköhän	hän	ADV	Tiedätteköhän, missä lähin ruokakauppa on?
tietoverkkojen	tieto-verkko-j-en	4	tietoverkkojen	jen	NOUN	Tietoverkkojen turvallisuus on nyky-yhteiskunnassa erittäin tärkeää.
tietoverkkojen	tieto-verkko-j-en	4	tietoverkko	jen	NOUN	Tietoverkkojen turvallisuus on nyky-yhteiskunnassa erittäin tärkeää.
tilintarkastustuomioistuimeen	tilin-tarkastustuomio-istuime-en	4	tilintarkastustuomioistuimeen	een	NOUN	Hän jätti valituksen tilintarkastustuomioistuimeen.
tulkaapas	tul-kaa-pa-s	4	tulkaapas	pas	VERB	Tulkaapas tänne, minulla on teille jotain näytettävää.
unohtuukohan	unohtu-u-ko-han	4	unohtuukohan	han	VERB	Unohtuukohan taas avaimet kotiin?
vaaliuurnilta	vaali-uurn-i-lta	4	vaaliuurna	lta	NOUN	Iltaan mennessä äänestäjät olivatkin jo kaikonneet vaaliuurnilta.
vaaliuurnilta	vaali-uurn-i-lta	4	vaaliuurni	lta	NOUN	Iltaan mennessä äänestäjät olivatkin jo kaikonneet vaaliuurnilta.
vaikutusvaltaisimman	vaikutus-valtais-imma-n	4	vaikutusvaltaisimma	man	ADJ	Hän on maamme vaikutusvaltaisimman yrityksen toimitusjohtaja.
vaikutusvaltaisimman	vaikutus-valtais-imma-n	4	vaikutusvaltaisimma	man	NOUN	Hän on maamme vaikutusvaltaisimman yrityksen toimitusjohtaja.
yliopistojen	yli-opisto-j-en	4	yliopistojen	jen	NOUN	Yliopistojen rooli yhteiskunnassa on erittäin tärkeä.
yliopistojen	yli-opisto-j-en	4	yliopisto	jen	NOUN	Yliopistojen rooli yhteiskunnassa on erittäin tärkeä.
ehtisinköhän	eht-isi-n-kö-hän	5	ehtisinköhän	hän	VERB	Ehtisinköhän vielä käydä kaupassa ennen junan saapumista?
innostuinpas	innostu-i-n-pa-s	5	innostuinpas	pas	VERB	Innostuinpas todella uudesta harrastuksestani.
johtuneekohan	johtu-ne-e-ko-han	5	johtuneekohan	han	ADV	Johtuneekohan tämä viivästys huonosta säästä?
kaksitasokuvauksiaan	kaksi-tasokuvauks-i-a-an	5	kaksitasokuvauksiaan	aan	ADJ	Taiteilija esitteli uusimpia kaksitasokuvauksiaan näyttelyssä.
kaksitasokuvauksiaan	kaksi-tasokuvauks-i-a-an	5	kaksitasokuvauksiaan	aan	NOUN	Taiteilija esitteli uusimpia kaksitasokuvauksiaan näyttelyssä.
kallistuvatkohan	kallistu-va-t-ko-han	5	kallistuvatkohan	han	PROPN	Kallistuvatkohan nuo puut tuulen mukana?
käsititköhän	käsit-i-t-kö-hän	5	käsititköhän	hän	NOUN	Käsititköhän, mitä hän juuri sanoi?
kokeilinkohan	kokeil-i-n-ko-han	5	kokeilinkohan	han	VERB	Kokeilinkohan uutta reseptiä jo viime viikolla?
kuorsaavatkohan	kuorsaa-va-t-ko-han	5	kuorsaavatkohan	han	ADV	Kuorsaavatkohan he kovaa yöllä?
lähtökohdistaan	lähtö-kohd-i-sta-an	5	lähtökohdistaan	aan	NOUN	Jokainen ihminen tarkastelee maailmaa omista lähtökohdistaan.
lapsillaankaan	laps-i-lla-an-kaan	5	lapsillaankaan	aan	NOUN	Lapsillaankaan ei ole ratkaisuja kaikkiin ongelmiin.
leikkivätköhän	leikki-vä-t-kö-hän	5	leikkivätköhän	hän	VERB	Leikkivätköhän lapset jo ulkona?
löytäisinköhän	löytä-isi-n-kö-hän	5	löytäisinköhän	hän	VERB	Löytäisinköhän avaimeni tästä sotkusta?
mahtaisinkohan	mahta-isi-n-ko-han	5	mahtaisinkohan	han	AUX	Mahtaisinkohan löytää paremman työpaikan, jos muuttaisin toiseen kaupunkiin?
mahtoivatkohan	mahto-i-vat-ko-han	5	mahtoivatkohan	han	VERB	Mahtoivatkohan he ymmärtää ohjeet oikein?
mielipiteitään	mieli-pite-i-tä-än	5	mielipiteitään	ään	NOUN	Hän ei pelkää ilmaista mielipiteitään avoimesti.
millaisillakohan	millais-i-lla-ko-han	5	millaisillakohan	han	NOUN	Millaisillakohan perusteilla he valitsivat uuden johtajan?
muuttuvatkohan	muuttu-va-t-ko-han	5	muuttuvatkohan	han	PRON	Muuttuvatkohan sääolosuhteet huomenna paremmiksi?
näitköhän	nä-i-t-kö-hän	5	näitköhän	hän	NOUN	Näitköhän sinä minun avaimeni?
napsautinpas	napsaut-i-n-pa-s	5	napsautinpas	pas	VERB	Napsautinpas sähköpostin auki uteliaisuudesta.
ohjauskorkojaan	ohjaus-korko-j-a-an	5	ohjauskorkoja	aan	NOUN	Euroopan keskuspankki on päättänyt nostaa ohjauskorkojaan inflaation hillitsemiseksi.
olinkohan	ol-i-n-ko-han	5	olinkohan	han	AUX	Olinkohan liian ankara hänelle?
olinpas	ol-i-n-pa-s	5	olinpas	pas	VERB	Olinpas onnellinen, kun sain uuden työpaikan.
olisivatkohan	ol-isi-vat-ko-han	5	olisivatkohan	han	AUX	Olisivatkohan he jo lähteneet kotiin?
olitkohan	ol-i-t-ko-han	5	olitkohan	han	VERB	Olitkohan sinä eilen kaupungilla?
olivatkohan	ol-i-vat-ko-han	5	olivatkohan	han	ADV	Olivatkohan he jo lähteneet kotiin?
osaavatkohan	osaa-va-t-ko-han	5	osaavatkohan	han	VERB	Osaavatkohan he puhua suomea?
osaisinkohan	osa-isi-n-ko-han	5	osaisinkohan	han	VERB	Osaisinkohan minä koskaan oppia soittamaan pianoa?
osaisitkohan	osa-isi-t-ko-han	5	osaisitkohan	han	VERB	Osaisitkohan sinä auttaa minua tämän tehtävän kanssa?
osasinkohan	osas-i-n-ko-han	5	osasinkohan	han	VERB	Osasinkohan selittää asian tarpeeksi selkeästi?
osasinpas	osas-i-n-pa-s	5	osasinpas	pas	VERB	Osasinpas vain puhua suomea paremmin.
päädyinköhän	päädy-i-n-kö-hän	5	päädyinköhän	hän	VERB	Päädyinköhän todella tänne ilman karttaa?
pääsisinköhän	pääs-isi-n-kö-hän	5	pääsisinköhän	hän	VERB	Pääsisinköhän huomenna jo töistä aikaisemmin kotiin?
pelkäävätköhän	pelkää-vä-t-kö-hän	5	pelkäävätköhän	hän	VERB	Pelkäävätköhän lapset pimeää?
perustuslakivaliokunnan	perustus-laki-valio-kunna-n	5	perustuslakivaliokunna	nan	NOUN	Perustuslakivaliokunnan tehtävä on tarkastella lakiehdotusten perustuslainmukaisuutta.
perustuslakivaliokunnan	perustus-laki-valio-kunna-n	5	perustuslakivaliokunta	nan	NOUN	Perustuslakivaliokunnan tehtävä on tarkastella lakiehdotusten perustuslainmukaisuutta.
pystyisinköhän	pysty-isi-n-kö-hän	5	pystyisinköhän	hän	VERB	Pystyisinköhän tekemään tämän työn yksin?
saattaisinpas	saatta-isi-n-pa-s	5	saattaisinpas	pas	VERB	Jos olisin tiennyt, saattaisinpas toimia toisin.
saavatkohan	saa-va-t-ko-han	5	saavatkohan	han	VERB	Saavatkohan he koskaan tietää totuuden?
sainkohan	sa-i-n-ko-han	5	sainkohan	han	VERB	Sainkohan minä kaikki tarvittavat tiedot?
sainpas	sa-i-n-pa-s	5	sainpas	pas	VERB	Sainpas vihdoin tuon työprojektin valmiiksi.
saitkohan	sa-i-t-ko-han	5	saitkohan	han	VERB	Saitkohan sinä sen kirjeen, jonka lähetin?
sanoinkohan	sano-i-n-ko-han	5	sanoinkohan	han	VERB	Sanoinkohan sen oikein?
selviävätköhän	selviä-vä-t-kö-hän	5	selviävätköhän	hän	VERB	Selviävätköhän he tästä tilanteesta?
selviytyisivätköhän	selviyty-isi-vät-kö-hän	5	selviytyisivätköhän	hän	VERB	Mietin, selviytyisivätköhän he tästä haasteesta.
soolokeikoillaankin	soolokeiko-i-lla-an-kin	5	soolokeikoillaankin	kin	NOUN	Muusikko esiintyy soolokeikoillaankin suurella intohimolla.
suunnittelevatkohan	suunnittele-va-t-ko-han	5	suunnittelevatkoha	han	ADV	Suunnittelevatkohan he matkaa ulkomaille ensi kesänä?
syyskuussakohan	syys-kuu-ssa-ko-han	5	syyskuussakohan	han	ADV	Syyskuussakohan se uusi lukukausi alkaa?
tajusivatkohan	tajus-i-vat-ko-han	5	tajusivatkohan	han	VERB	Tajusivatkohan he mitä oikein tapahtui?
tarvinneekohan	tarvin-ne-e-ko-han	5	tarvinneekohan	han	ADV	Tarvinneekohan meidän ostaa lisää maitoa kaupasta?
tietokoneohjelmien	tieto-kone-ohjelm-i-en	5	tietokoneohjelma	ien	NOUN	Hän on erikoistunut tietokoneohjelmien kehittämiseen.
tulinpas	tul-i-n-pa-s	5	tulinpas	pas	VERB	Tulinpas myöhään kotiin eilen illalla.
ulkoasiainvaliokunnan	ulko-asiain-valio-kunna-n	5	ulkoasiainvaliokunta	nan	NOUN	Hän on ulkoasiainvaliokunnan uusi jäsen.
unohtivatkohan	unoht-i-vat-ko-han	5	unohtivatkohan	han	ADV	Unohtivatkohan he avaimet kotiin?
väitöskirjantekijöiden	väitös-kirja-ntekijö-i-den	5	väitöskirjantekijöiden	den	NOUN	Väitöskirjantekijöiden työ on usein pitkä ja monimutkainen prosessi.
väitöskirjantekijöiden	väitös-kirja-ntekijö-i-den	5	väitöskirjantekijöiden	den	NOUN	Väitöskirjantekijöiden työ on usein pitkä ja monimutkainen prosessi.
vanhimmillaankin	vanhimm-i-lla-an-kin	5	vanhimmillaankin	kin	ADV	Vanhimmillaankin hän on yhä täynnä energiaa ja elämäniloa.
voisivatkohan	voi-siva-t-ko-han	5	voisivatkohan	han	AUX	Voisivatkohan he tulla meille illalliselle?
voitaisiinkohan	voi-ta-isiin-ko-han	5	voitaisiinkohan	han	AUX	Voitaisiinkohan mennä elokuviin tänä iltana?
voivatkohan	voi-va-t-ko-han	5	voivatkohan	han	VERB	Voivatkohan he tulla juhliin myöhässä?
halvimmillaankin	halv-imm-i-lla-an-kin	6	halvimmillaan	kin	ADV	Tämä tuote on halvimmillaankin liian kallis minulle.
kovimmillaankin	kov-imm-i-lla-an-kin	6	kovimmillaankin	kin	NOUN	Kovimmillaankin talvella, hän käy ulkona joka päivä.
heikoimmillaankin	heiko-imm-i-lla-an-kin	6	heikoimmillaankin	kin	PROPN	Heikoimmillaankin olemme vahvempia kuin yksikään muu joukkue.
hinnakkaimmillaankin	hinnakka-imm-i-lla-an-kin	6	hinnakkaimmillaankin	kin	NOUN	Vaikka tuote on hinnakkaimmillaankin laadukas, en ole varma, onko se sen arvoinen.
hitaimmillaankin	hita-imm-i-lla-an-kin	6	hitaimmillaankin	kin	PROPN	Hitaimmillaankin hän ymmärsi, mistä oli kyse.
huonoimmillaankin	huono-imm-i-lla-an-kin	6	huonoimmillaankin	kin	ADV	Huonoimmillaankin se on parempi vaihtoehto kuin monet muut.
kalleimmillaankin	kalle-imm-i-lla-an-kin	6	kalleimmillaankin	kin	PROPN	Kalleimmillaankin tämä auto on edullisempi kuin muut markkinoilla olevat mallit.
kehnoimmillaankin	kehno-imm-i-lla-an-kin	6	kehnoimmillaankin	kin	ADV	Kehnoimmillaankin hän on parempi kuin monet muut.
matalimmillaankin	matal-imm-i-lla-an-kin	6	matalimmillaankin	kin	PROPN	Matalimmillaankin pudotusta on yli 100 metriä.
nopeimmillaankin	nope-imm-i-lla-an-kin	6	nopeimmillaankin	kin	PROPN	Nopeimmillaankin hän tarvitsee vähintään tunnin valmistautumiseen.
raskaimmillaankin	raska-imm-i-lla-an-kin	6	raskaimmillaankin	kin	ADJ	Raskaimmillaankin työ oli silti aina mukavaa ja mielekästä.
rohkeimmillaankin	rohke-imm-i-lla-an-kin	6	rohkeimmillaankin	kin	NOUN	Rohkeimmillaankin hän epäröi ennen kuin astui sisään pimeään luolaan.
rumpusooloillaankin	rumpu-soolo-i-lla-an-kin	6	rumpusooloillaan	kin	ADV	Ehdokas vakuutti äänestäjät mielipiteittensä lisäksi rumpusooloillaankin.
suurimmillaankin	suur-imm-i-lla-an-kin	6	suurimmillaankin	kin	ADJ	Vaikka olemme suurimmillaankin vain pieni osa maailmaa, voimme toimia kokoamme suurempana.
